Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Return_Probability,Risk_Level
696,696,696,96,566,3,139.38,2,0,0,-134.0,62,0,95,0,0,37.57,0.49564235960364544,Medium
697,697,697,39,212,2,358.74,3,2,1,175.0,40,1,36,0,0,30.25,0.5249085289696936,Medium
698,698,698,132,212,0,183.32,1,2,0,175.0,38,1,32,3,0,21.29,0.4956834200118414,Medium
699,699,699,709,212,2,165.61,3,2,0,175.0,37,1,92,1,2,21.51,0.5209978493549211,Medium
700,700,700,119,212,0,31.92,1,2,0,175.0,20,1,9,2,1,0.36,0.4831594638734004,Medium
701,701,701,7,212,0,111.19,2,2,0,175.0,50,1,63,2,0,11.82,0.4967743417230232,Medium
702,702,702,124,212,1,285.89,4,2,0,175.0,47,0,69,0,2,6.05,0.5044974319029488,Medium
703,703,703,148,5,2,58.29,1,2,1,-143.0,25,0,64,0,0,31.68,0.5502250246719171,Medium
704,704,704,615,71,4,268.57,3,3,1,-544.0,67,0,78,1,0,35.66,0.5139516731312747,Medium
705,705,705,680,71,1,415.86,4,3,0,-544.0,18,1,57,1,0,32.67,0.5436309884899619,Medium
706,706,706,301,133,0,488.11,5,1,1,-167.0,38,0,95,0,0,15.52,0.5232104784373723,Medium
707,707,707,71,176,0,45.84,2,3,1,107.0,50,0,94,1,0,38.72,0.5586478974869249,Medium
708,708,708,715,176,4,355.98,5,3,0,107.0,64,0,35,2,0,44.82,0.5172944875842471,Medium
709,709,709,149,176,1,228.78,3,3,0,107.0,34,0,64,0,1,10.66,0.5225268850291873,Medium
710,710,710,284,168,0,6.99,1,3,1,-114.0,23,0,31,2,1,11.14,0.5064163152861665,Medium
711,711,711,68,168,3,234.72,3,3,0,-114.0,44,0,46,3,1,40.79,0.5166560983281567,Medium
712,712,712,449,272,1,151.65,2,1,1,-175.0,31,0,7,0,0,44.37,0.5344639288469448,Medium
713,713,713,33,272,3,436.46,5,1,0,-175.0,37,0,88,2,1,13.62,0.48031721204130723,Medium
714,714,714,53,70,0,116.07,5,2,1,17.0,56,0,40,2,1,15.25,0.5082243659215615,Medium
715,715,715,686,70,4,313.9,4,2,0,17.0,21,1,54,2,1,36.89,0.5286779981908175,Medium
716,716,716,476,356,0,256.35,3,3,1,-118.0,42,1,99,1,2,25.35,0.5267410040098913,Medium
717,717,717,133,356,4,389.28,2,3,0,-118.0,64,0,9,2,1,15.29,0.4481752323061685,Medium
718,718,718,454,356,3,433.4,3,3,0,-118.0,26,0,87,2,1,6.52,0.4775582689712788,Medium
719,719,719,545,333,0,195.96,4,1,1,-210.0,68,0,2,3,2,40.2,0.48816441389292176,Medium
720,720,720,609,333,0,468.85,2,1,0,-210.0,65,0,28,1,2,28.39,0.4830173703961921,Medium
721,721,721,71,96,1,9.08,3,3,1,26.0,32,1,55,0,2,11.44,0.5320390683906271,Medium
722,722,722,722,233,2,467.97,1,1,1,-487.0,19,0,13,1,0,20.04,0.4797396736607683,Medium
723,723,723,218,302,1,78.14,5,1,1,86.0,60,1,14,1,1,7.9,0.4749148911260672,Medium
724,724,724,96,302,4,257.46,2,1,0,86.0,59,0,79,0,2,38.5,0.5126393637268697,Medium
725,725,725,155,578,0,42.72,2,1,1,425.0,40,0,54,1,2,21.38,0.4987667077816616,Medium
726,726,726,380,578,1,336.92,3,1,0,425.0,26,1,29,3,0,45.48,0.506059988536858,Medium
727,727,727,508,578,3,200.71,5,1,0,425.0,43,0,61,1,2,34.06,0.5045326250220731,Medium
728,728,728,216,578,3,462.98,3,1,0,425.0,50,0,30,3,0,46.07,0.4821167967364108,Medium
729,729,729,391,578,1,483.14,5,1,0,425.0,51,0,40,1,1,12.51,0.4690555640060682,Medium
730,730,730,457,578,4,478.52,4,1,0,425.0,60,0,82,0,0,24.3,0.4804761336834205,Medium
731,731,731,650,578,3,214.66,2,1,0,425.0,55,0,1,1,1,48.8,0.4971190863149989,Medium
732,732,732,313,578,3,395.46,3,1,0,425.0,62,0,29,3,1,11.66,0.4297858091828082,Medium
733,733,733,530,578,4,324.32,1,1,0,425.0,53,1,90,2,2,13.71,0.44894235307247127,Medium
734,734,734,667,578,1,431.87,5,1,0,425.0,25,0,37,2,2,16.08,0.47842349290131514,Medium
735,735,735,148,568,3,100.78,3,2,1,422.0,33,1,94,2,1,27.02,0.5027929899835103,Medium
736,736,736,307,334,1,94.91,5,3,1,29.0,50,1,0,2,0,6.09,0.47498896310947736,Medium
737,737,737,356,334,1,306.82,4,3,0,29.0,39,1,44,2,0,24.81,0.5075448873443009,Medium
738,738,738,479,585,2,46.96,2,0,1,108.0,26,1,22,3,0,3.77,0.43446819111996016,Medium
739,739,739,213,439,2,344.28,3,2,1,228.0,70,0,22,3,2,14.67,0.44661416864208214,Medium
740,740,740,39,69,1,403.35,5,0,1,30.0,29,0,72,2,1,48.18,0.5494939548332353,Medium
741,741,741,666,175,3,74.26,2,0,1,-489.0,23,1,87,0,1,19.77,0.5071129886574737,Medium
742,742,742,363,175,4,380.0,1,0,0,-489.0,52,0,21,0,2,13.08,0.4540476537583659,Medium
743,743,743,107,669,3,36.7,1,2,1,564.0,26,0,25,2,1,19.43,0.473375792096115,Medium
744,744,744,339,669,4,490.19,4,2,0,564.0,67,0,21,0,0,48.43,0.5005406108645919,Medium
745,745,745,179,17,2,303.85,2,0,1,-162.0,35,1,23,3,2,40.96,0.5060145016380078,Medium
746,746,746,60,17,1,258.65,4,0,0,-162.0,63,0,91,1,2,34.13,0.5267610122447346,Medium
747,747,747,630,17,4,264.42,4,0,0,-162.0,26,1,62,0,0,47.41,0.5491173721253941,Medium
748,748,748,52,361,3,407.85,5,2,1,311.0,48,1,36,2,1,1.01,0.45526522794256535,Medium
749,749,749,214,364,2,355.27,5,0,1,152.0,70,0,85,0,0,49.57,0.5307930136078441,Medium
750,750,750,164,190,3,357.52,3,0,1,28.0,47,1,51,0,1,35.59,0.5132241065105442,Medium
751,751,751,359,190,0,20.62,2,0,0,28.0,26,0,13,2,0,1.89,0.472544457647576,Medium
752,752,752,179,684,2,175.24,2,0,1,507.0,22,1,8,1,0,35.84,0.4927709058828309,Medium
753,753,753,639,218,0,23.73,3,3,1,-419.0,28,0,1,2,2,15.83,0.5005971772664168,Medium
754,754,754,577,676,0,454.4,4,3,1,101.0,58,0,65,2,2,44.65,0.511360935339441,Medium
755,755,755,646,437,0,239.86,4,1,1,-207.0,30,0,4,2,0,27.06,0.49044375408770396,Medium
756,756,756,16,437,3,395.32,3,1,0,-207.0,68,1,86,1,1,16.72,0.4622242019557159,Medium
757,757,757,105,319,4,20.02,5,1,1,216.0,19,1,76,0,1,14.89,0.5147309839453788,Medium
758,758,758,589,319,3,223.89,5,1,0,216.0,44,1,96,3,0,3.83,0.4638157454399376,Medium
759,759,759,477,318,2,35.7,4,3,1,-157.0,49,0,83,3,0,43.26,0.5281349769552051,Medium
760,760,760,418,397,3,53.44,2,3,1,-19.0,59,1,88,1,1,42.2,0.5259831476148352,Medium
761,761,761,70,391,0,402.9,4,1,1,323.0,50,0,83,3,1,36.07,0.5095286094125441,Medium
762,762,762,38,205,4,382.59,2,0,1,169.0,53,1,17,3,0,3.84,0.42628887332994936,Medium
763,763,763,132,360,1,165.6,4,0,1,230.0,53,0,9,0,0,47.79,0.529548866598377,Medium
764,764,764,194,360,1,229.86,2,0,0,230.0,49,0,66,1,2,14.42,0.4809986982869911,Medium
765,765,765,457,74,1,448.82,2,3,1,-383.0,19,0,68,2,2,4.63,0.49449827576404826,Medium
766,766,766,611,450,3,241.36,1,3,1,-159.0,18,0,83,1,1,33.18,0.5194189149537574,Medium
767,767,767,348,296,3,421.33,4,0,1,-50.0,36,1,43,1,0,47.02,0.5174472690122848,Medium
768,768,768,647,296,0,423.31,3,0,0,-50.0,54,0,67,3,1,4.06,0.448430455708621,Medium
769,769,769,607,296,1,29.51,5,0,0,-50.0,21,1,72,3,0,3.39,0.4758176171780358,Medium
770,770,770,6,296,4,497.87,4,0,0,-50.0,58,0,69,3,1,13.72,0.44233383574149593,Medium
771,771,771,118,121,3,257.6,3,3,1,4.0,69,1,46,3,0,0.08,0.45144532327950204,Medium
772,772,772,177,121,3,365.79,3,3,0,4.0,50,1,14,1,1,46.28,0.5326521057634588,Medium
773,773,773,579,121,0,345.98,5,3,0,4.0,62,1,45,0,0,31.3,0.5415681566628235,Medium
774,774,774,208,121,2,5.45,4,3,0,4.0,50,0,99,2,0,13.69,0.5144808718797486,Medium
775,775,775,376,501,0,198.82,2,3,1,127.0,52,1,68,2,1,22.94,0.497298269750181,Medium
776,776,776,353,501,2,201.18,5,3,0,127.0,28,1,42,1,1,49.36,0.5473493616606709,Medium
777,777,777,433,669,4,415.28,3,0,1,238.0,19,0,50,1,0,20.92,0.46510452186255913,Medium
778,778,778,341,669,2,153.98,4,0,0,238.0,18,1,57,2,0,24.49,0.48339994053881735,Medium
779,779,779,136,288,0,193.53,5,1,1,154.0,42,1,46,1,0,9.48,0.4974379304742079,Medium
780,780,780,573,52,3,33.34,5,2,1,-521.0,41,0,83,1,0,24.34,0.5247798203305751,Medium
781,781,781,150,220,0,174.71,4,1,1,72.0,60,0,84,1,2,7.44,0.4943589649888844,Medium
782,782,782,433,574,3,338.78,3,0,1,143.0,66,1,88,2,1,42.94,0.4829829515378751,Medium
783,783,783,188,574,4,80.15,2,0,0,143.0,29,1,52,1,2,14.42,0.46210317371572657,Medium
784,784,784,254,37,3,312.04,5,2,1,-217.0,43,1,92,1,0,47.52,0.5567509913245876,Medium
785,785,785,341,37,1,128.61,3,2,0,-217.0,53,0,44,2,2,49.91,0.54562264165232,Medium
786,786,786,365,555,0,250.63,1,3,1,192.0,39,0,0,1,1,44.42,0.5216579742454469,Medium
787,787,787,494,442,4,124.8,2,3,1,-50.0,45,0,92,1,0,30.38,0.5073073357945052,Medium
788,788,788,244,442,2,219.96,5,3,0,-50.0,62,0,35,1,1,2.1,0.46382919900572495,Medium
789,789,789,283,97,1,418.68,2,2,1,-185.0,66,1,62,2,2,8.03,0.47089978166497043,Medium
790,790,790,25,584,1,484.56,3,0,1,561.0,46,0,33,1,2,32.69,0.48903487214668384,Medium
791,791,791,361,584,0,52.52,3,0,0,561.0,30,0,10,2,0,40.92,0.5108322454688159,Medium
792,792,792,179,525,2,455.97,4,2,1,348.0,61,1,23,1,2,43.91,0.5057997459322039,Medium
793,793,793,72,525,2,421.45,4,2,0,348.0,36,0,38,0,0,18.86,0.4966986843010942,Medium
794,794,794,161,243,1,472.77,2,2,1,84.0,37,1,88,2,1,43.55,0.5348107395108954,Medium
795,795,795,142,243,0,107.28,1,2,0,84.0,59,1,24,0,0,49.83,0.5480689421061414,Medium
796,796,796,234,243,0,327.59,3,2,0,84.0,69,1,18,0,0,0.29,0.47231565140665677,Medium
797,797,797,616,243,0,276.28,1,2,0,84.0,61,1,28,2,2,12.78,0.47334486024518485,Medium
798,798,798,560,86,4,33.61,3,1,1,-473.0,62,0,53,0,1,28.97,0.5045625896651958,Medium
799,799,799,469,624,0,133.34,3,0,1,157.0,28,1,33,3,2,48.33,0.5069995664108835,Medium
800,800,800,622,539,2,443.61,4,2,1,-81.0,35,1,53,0,1,4.05,0.469998929998055,Medium
801,801,801,11,105,3,131.3,4,0,1,95.0,20,1,50,0,1,19.11,0.5191105279578807,Medium
802,802,802,153,580,0,494.15,2,3,1,429.0,70,0,65,3,0,3.27,0.4447563791306974,Medium
803,803,803,53,580,4,404.7,2,3,0,429.0,69,0,66,1,2,10.26,0.4544223578302605,Medium
804,804,804,243,580,0,497.55,2,3,0,429.0,19,0,20,3,1,9.8,0.4692343860588102,Medium
805,805,805,608,206,2,295.21,5,0,1,-400.0,35,0,41,3,1,25.46,0.4810841959600536,Medium
806,806,806,417,661,4,221.45,5,2,1,246.0,47,1,29,3,2,38.04,0.47699988667210935,Medium
807,807,807,571,661,3,352.78,3,2,0,246.0,70,1,55,0,1,12.22,0.45667688798931116,Medium
808,808,808,729,693,0,438.07,4,3,1,-34.0,29,1,54,1,0,35.34,0.5161361619955561,Medium
809,809,809,233,335,2,481.63,5,1,1,104.0,21,0,57,0,1,40.0,0.5400234120653884,Medium
810,810,810,528,335,4,439.12,4,1,0,104.0,54,1,49,2,2,27.79,0.4746155057827776,Medium
811,811,811,669,335,3,47.71,2,1,0,104.0,47,0,0,0,1,7.57,0.46643518203763756,Medium
812,812,812,667,608,3,98.15,3,1,1,-57.0,20,1,12,1,0,10.83,0.4606272723511082,Medium
813,813,813,221,494,2,469.16,4,1,1,275.0,43,1,65,3,0,39.01,0.49388246503182776,Medium
814,814,814,462,494,1,155.7,3,1,0,275.0,38,0,38,1,1,27.91,0.5025435209710611,Medium
815,815,815,158,494,3,115.73,1,1,0,275.0,67,0,16,0,2,38.17,0.4921114402734864,Medium
816,816,816,644,494,4,259.15,3,1,0,275.0,66,1,80,2,1,25.59,0.4669382064927244,Medium
817,817,817,79,711,4,215.54,1,3,1,634.0,19,1,40,1,0,3.21,0.46129121591974775,Medium
818,818,818,727,711,2,6.29,4,3,0,634.0,55,0,75,2,2,40.58,0.5170429458115525,Medium
819,819,819,55,407,0,197.21,3,0,1,354.0,24,1,8,2,2,7.88,0.4715113127774502,Medium
820,820,820,439,407,0,18.2,4,0,0,354.0,39,1,29,3,1,1.63,0.45789018867363873,Medium
821,821,821,239,406,0,486.34,4,2,1,169.0,42,0,63,0,1,33.46,0.5320325198028572,Medium
822,822,822,208,406,1,414.62,2,2,0,169.0,52,0,19,0,0,27.89,0.501099881868865,Medium
823,823,823,423,406,2,122.95,1,2,0,169.0,44,1,43,0,2,34.04,0.5177874433108063,Medium
824,824,824,516,660,1,271.1,4,1,1,146.0,18,1,81,0,0,38.38,0.5323636165703961,Medium
825,825,825,536,282,1,74.22,5,1,1,-252.0,60,0,98,3,0,44.99,0.52334009537162,Medium
826,826,826,704,220,2,397.49,1,2,1,-482.0,48,0,44,1,1,40.89,0.5103900218645827,Medium
827,827,827,372,575,3,227.92,2,3,1,205.0,20,0,64,2,0,27.46,0.49982818834652454,Medium
828,828,828,76,390,4,292.97,5,2,1,316.0,68,0,50,2,1,10.13,0.45763785560097014,Medium
829,829,829,630,375,1,432.09,3,0,1,-253.0,59,1,65,0,0,16.12,0.4748010574348466,Medium
830,830,830,353,63,2,489.06,5,1,1,-290.0,25,0,7,2,2,29.77,0.505736953064198,Medium
831,831,831,127,63,3,104.72,1,1,0,-290.0,49,0,93,3,0,28.58,0.49632648552110253,Medium
832,832,832,169,63,2,109.27,2,1,0,-290.0,42,0,61,0,1,2.0,0.48940210181225674,Medium
833,833,833,392,257,1,72.94,4,2,1,-133.0,44,1,55,1,2,39.66,0.5388676946183242,Medium
834,834,834,523,592,3,258.37,3,0,1,71.0,22,1,94,3,2,33.15,0.48382262696207856,Medium
835,835,835,72,563,2,270.07,2,0,1,493.0,48,1,65,3,1,27.05,0.4676260906723258,Medium
836,836,836,719,682,4,67.21,2,2,1,-35.0,24,0,27,2,1,5.64,0.44130355523256337,Medium
837,837,837,275,700,4,169.56,4,0,1,427.0,28,0,10,2,0,44.65,0.4874556591827652,Medium
838,838,838,580,700,0,472.11,2,0,0,427.0,56,1,99,3,1,17.56,0.45204279653340146,Medium
839,839,839,6,700,1,262.66,2,0,0,427.0,52,0,4,0,0,0.42,0.437862282578023,Medium
840,840,840,677,651,1,464.14,1,2,1,-24.0,42,1,38,0,0,7.42,0.4582818952412601,Medium
841,841,841,167,651,2,182.33,4,2,0,-24.0,25,1,49,2,1,27.81,0.4922638288489543,Medium
842,842,842,144,669,1,494.3,4,2,1,527.0,43,1,95,2,2,49.71,0.5281232689901542,Medium
843,843,843,644,587,3,410.87,3,2,1,-55.0,36,1,38,0,2,2.3,0.45436809913735676,Medium
844,844,844,610,495,3,425.77,1,1,1,-113.0,69,1,78,0,1,39.75,0.49110454314812285,Medium
845,845,845,627,592,4,399.72,3,3,1,-33.0,24,1,71,3,0,23.87,0.47329056805427117,Medium
846,846,846,565,579,3,424.75,3,2,1,16.0,36,1,28,0,0,42.18,0.5093520126955339,Medium
847,847,847,197,579,0,261.33,4,2,0,16.0,33,1,32,3,2,29.14,0.49089755082959485,Medium
848,848,848,202,600,0,491.06,1,1,1,400.0,20,1,29,0,2,49.52,0.5349787682652296,Medium
849,849,849,464,600,3,217.88,1,1,0,400.0,65,1,74,2,1,45.89,0.4910904175093579,Medium
850,850,850,508,600,3,40.17,1,1,0,400.0,42,0,34,3,1,13.41,0.44505894074384106,Medium
851,851,851,625,600,4,64.06,3,1,0,400.0,37,0,93,0,0,40.97,0.5240627294507467,Medium
852,852,852,681,600,0,38.9,5,1,0,400.0,22,0,29,3,0,26.07,0.49779101290198907,Medium
853,853,853,672,532,4,214.44,5,3,1,-138.0,46,1,2,1,2,47.07,0.5094572536699048,Medium
854,854,854,337,532,3,290.52,3,3,0,-138.0,19,1,72,3,2,19.63,0.48072564988013916,Medium
855,855,855,497,532,3,384.24,1,3,0,-138.0,19,0,44,1,2,9.28,0.46926972975616077,Medium
856,856,856,660,532,2,193.15,3,3,0,-138.0,70,1,15,0,2,34.02,0.49583885108707587,Medium
857,857,857,158,226,2,378.22,1,3,1,70.0,50,0,7,3,2,38.89,0.4978961938210092,Medium
858,858,858,96,226,2,105.02,4,3,0,70.0,63,0,18,0,1,5.95,0.48952455049674515,Medium
859,859,859,473,8,4,9.65,5,0,1,-465.0,51,1,51,2,1,15.33,0.47836929368523823,Medium
860,860,860,57,663,1,110.88,2,0,1,608.0,37,0,27,1,0,44.98,0.5126884047826612,Medium
861,861,861,119,663,2,161.17,2,0,0,608.0,18,1,16,3,2,5.17,0.4403200533092444,Medium
862,862,862,322,146,2,304.88,1,1,1,-174.0,30,1,57,0,2,3.19,0.4844433704766151,Medium
863,863,863,150,146,2,77.46,2,1,0,-174.0,30,1,90,1,0,31.83,0.532227330431447,Medium
864,864,864,583,206,3,83.12,3,0,1,-375.0,33,0,50,0,2,39.58,0.5250842674943118,Medium
865,865,865,592,206,3,13.31,1,0,0,-375.0,48,0,12,1,2,10.17,0.4560067029735344,Medium
866,866,866,122,206,0,119.68,1,0,0,-375.0,57,1,62,1,2,47.17,0.5272636912545104,Medium
867,867,867,227,14,1,229.45,3,1,1,-213.0,61,0,81,1,1,6.06,0.49015253331738756,Medium
868,868,868,71,14,3,125.17,3,1,0,-213.0,32,1,98,3,2,27.05,0.5130133159028419,Medium
869,869,869,605,14,1,5.48,5,1,0,-213.0,53,1,30,0,2,4.55,0.5001114384779994,Medium
870,870,870,363,14,3,72.82,4,1,0,-213.0,64,1,3,0,0,39.09,0.5228836291879331,Medium
871,871,871,205,14,2,172.92,3,1,0,-213.0,69,0,39,0,1,11.62,0.4899615093787869,Medium
872,872,872,639,14,1,177.02,3,1,0,-213.0,34,1,85,1,1,16.45,0.5192376834248879,Medium
873,873,873,325,661,0,363.96,1,2,1,338.0,21,0,91,2,1,27.85,0.5053635422392464,Medium
874,874,874,169,661,3,413.54,4,2,0,338.0,42,1,79,0,2,21.48,0.4925064365992687,Medium
875,875,875,63,663,3,90.76,4,3,1,602.0,61,1,99,3,2,16.62,0.47376470005726146,Medium
876,876,876,211,89,2,48.1,4,0,1,-121.0,56,0,78,1,1,35.56,0.5263153346175886,Medium
877,877,877,396,268,4,142.5,1,1,1,-126.0,63,0,81,2,0,48.58,0.5067563236601494,Medium
878,878,878,328,467,3,248.88,1,0,1,141.0,22,0,75,1,0,23.35,0.48761511893846815,Medium
879,879,879,108,467,3,384.37,1,0,0,141.0,43,1,84,2,2,3.4,0.43943203346687976,Medium
880,880,880,236,709,2,195.92,5,3,1,475.0,24,0,54,2,2,10.94,0.483497494852088,Medium
881,881,881,341,456,1,15.61,1,1,1,117.0,35,0,5,1,0,9.41,0.4696361869207278,Medium
882,882,882,546,456,2,335.28,2,1,0,117.0,20,0,79,3,1,11.94,0.4680091248049767,Medium
883,883,883,230,456,1,54.98,4,1,0,117.0,41,1,49,1,0,42.0,0.5290081944445642,Medium
884,884,884,383,427,2,313.42,5,2,1,46.0,23,1,43,0,0,5.52,0.4919052158549693,Medium
885,885,885,314,429,1,235.24,1,0,1,117.0,21,0,53,0,2,28.08,0.5111301417641606,Medium
886,886,886,200,429,4,141.31,3,0,0,117.0,26,1,26,0,1,39.92,0.512226803004245,Medium
887,887,887,437,429,3,169.26,3,0,0,117.0,56,1,72,2,1,42.34,0.4969972587252523,Medium
888,888,888,581,81,4,422.57,5,2,1,-499.0,30,1,96,1,1,0.14,0.48253170775191406,Medium
889,889,889,19,81,4,233.46,5,2,0,-499.0,51,1,67,2,1,16.82,0.4868098745650823,Medium
890,890,890,297,539,1,23.11,1,0,1,244.0,40,0,26,1,1,22.31,0.4801318430267859,Medium
891,891,891,190,166,0,359.94,4,1,1,-22.0,22,1,58,1,1,31.9,0.53894441739028,Medium
892,892,892,20,166,0,67.2,3,1,0,-22.0,50,1,28,3,0,35.67,0.5119378317130233,Medium
893,893,893,264,107,3,47.46,3,3,1,-156.0,36,1,46,2,0,47.83,0.5470126528468056,Medium
894,894,894,102,141,4,226.34,2,3,1,40.0,64,1,97,2,1,28.94,0.506353942181365,Medium
895,895,895,86,308,0,76.37,3,1,1,224.0,57,0,85,0,0,17.45,0.5161533860626126,Medium
896,896,896,371,308,2,35.97,5,1,0,224.0,53,0,62,2,2,12.54,0.4847612963920784,Medium
897,897,897,274,322,3,129.78,2,0,1,50.0,42,1,38,0,1,9.48,0.47223579193351856,Medium
898,898,898,609,322,4,468.12,5,0,0,50.0,30,0,28,3,1,35.66,0.48053786581516533,Medium
899,899,899,168,322,1,19.96,4,0,0,50.0,68,0,22,1,0,12.06,0.47006969848291025,Medium
900,900,900,585,454,3,59.07,2,2,1,-129.0,50,1,77,0,1,26.95,0.5038853494288386,Medium
901,901,901,717,454,1,396.84,4,2,0,-129.0,42,1,2,0,1,14.84,0.48149369372661854,Medium
902,902,902,499,218,0,461.12,1,1,1,-279.0,58,1,50,0,0,21.47,0.49431804946097546,Medium
903,903,903,17,159,4,414.58,1,3,1,144.0,23,1,82,0,1,37.43,0.5456601193105428,Medium
904,904,904,337,229,2,473.0,1,2,1,-106.0,57,0,81,1,2,15.44,0.48275009088971943,Medium
905,905,905,435,561,4,27.41,5,1,1,128.0,43,1,80,0,0,22.93,0.49821288460017293,Medium
906,906,906,547,692,1,242.74,5,1,1,147.0,33,0,28,0,1,41.85,0.5203467059945265,Medium
907,907,907,212,692,0,466.61,5,1,0,147.0,54,1,75,3,1,3.74,0.44084891624180206,Medium
908,908,908,659,692,3,120.12,3,1,0,147.0,30,1,7,1,0,12.56,0.45484928798147156,Medium
909,909,909,625,692,0,122.82,1,1,0,147.0,57,0,84,0,1,7.58,0.4693690909931072,Medium
910,910,910,306,610,3,471.25,4,0,1,306.0,60,1,45,2,2,36.45,0.4680949200458826,Medium
911,911,911,472,673,2,188.0,5,2,1,203.0,54,1,24,1,2,23.6,0.47946331465474273,Medium
912,912,912,493,673,0,394.27,3,2,0,203.0,45,0,20,1,2,46.91,0.5149891842837564,Medium
913,913,913,46,263,1,177.24,4,3,1,219.0,63,0,93,2,0,36.53,0.5346945110396104,Medium
914,914,914,291,263,3,481.7,5,3,0,219.0,23,1,99,0,0,47.15,0.571404822279925,Medium
915,915,915,521,387,4,129.34,4,2,1,-132.0,47,0,33,0,1,5.02,0.4684614075683025,Medium
916,916,916,230,387,1,170.22,2,2,0,-132.0,39,0,41,1,2,15.19,0.48903131836922537,Medium
917,917,917,508,387,4,48.1,4,2,0,-132.0,46,1,61,1,0,9.2,0.4741858809680179,Medium
918,918,918,529,387,1,399.54,4,2,0,-132.0,43,0,80,3,0,37.73,0.5085754408312106,Medium
919,919,919,112,387,4,337.71,3,2,0,-132.0,69,1,80,3,0,45.19,0.4902073284733491,Medium
920,920,920,232,387,3,232.67,1,2,0,-132.0,26,0,57,3,1,22.7,0.47756479582679456,Medium
921,921,921,431,387,2,5.46,2,2,0,-132.0,47,1,64,3,1,9.32,0.46315792299258624,Medium
922,922,922,305,69,2,279.62,3,0,1,-236.0,30,1,88,2,2,24.21,0.5071508686581722,Medium
923,923,923,258,169,0,166.66,2,3,1,-87.0,25,1,54,0,1,45.27,0.5742874764122992,Medium
924,924,924,372,333,4,113.52,3,0,1,-37.0,63,0,95,2,1,37.41,0.49184064443725767,Medium
925,925,925,328,333,2,179.43,4,0,0,-37.0,52,1,96,1,0,8.57,0.4771901214055138,Medium
926,926,926,86,333,0,290.01,1,0,0,-37.0,30,1,98,1,2,1.75,0.4784666873868556,Medium
927,927,927,345,9,1,467.27,2,0,1,-336.0,52,0,9,0,1,43.59,0.5231003999002751,Medium
928,928,928,244,9,4,145.79,5,0,0,-336.0,24,0,0,0,2,45.43,0.5394970594429669,Medium
929,929,929,705,365,0,293.1,5,0,1,-338.0,41,1,30,1,1,48.83,0.5271436171771329,Medium
930,930,930,39,365,1,286.71,4,0,0,-338.0,58,1,81,2,0,5.24,0.45410052794348144,Medium
931,931,931,231,128,2,355.83,1,1,1,-102.0,68,0,68,2,0,33.56,0.49458081063198717,Medium
932,932,932,187,688,3,469.94,4,0,1,503.0,24,1,89,0,0,3.81,0.46611650020938833,Medium
933,933,933,396,688,3,278.39,3,0,0,503.0,54,0,86,1,0,13.02,0.4566943440257306,Medium
934,934,934,402,688,1,55.53,5,0,0,503.0,65,0,28,1,0,1.79,0.4449170783160103,Medium
935,935,935,87,24,1,119.12,1,2,1,-63.0,56,1,77,2,0,27.23,0.5184932807261603,Medium
936,936,936,602,24,4,465.92,2,2,0,-63.0,44,0,2,1,1,10.54,0.4709417228102289,Medium
937,937,937,222,24,0,411.5,3,2,0,-63.0,35,1,33,1,2,33.22,0.5390891755814463,Medium
938,938,938,142,258,0,167.34,1,0,1,118.0,29,0,38,2,2,44.16,0.5270412526293103,Medium
939,939,939,463,258,3,390.63,3,0,0,118.0,48,0,53,0,1,42.15,0.5188511208121808,Medium
940,940,940,162,258,4,489.35,1,0,0,118.0,21,1,59,2,1,29.54,0.4859386830244311,Medium
941,941,941,474,258,1,403.01,3,0,0,118.0,29,0,17,1,1,47.34,0.5291316907417488,Medium
942,942,942,424,258,1,459.64,1,0,0,118.0,33,0,84,3,2,31.73,0.4954128835770093,Medium
943,943,943,349,258,3,132.47,5,0,0,118.0,68,1,59,0,2,26.04,0.5001028604096569,Medium
944,944,944,656,258,4,325.05,1,0,0,118.0,62,1,5,0,2,34.69,0.4813674697657567,Medium
945,945,945,177,65,1,71.42,2,3,1,-112.0,51,1,86,0,0,46.94,0.5741444470210495,Medium
946,946,946,479,321,3,407.48,5,2,1,-156.0,56,1,5,0,1,21.37,0.48495381137763627,Medium
947,947,947,486,321,0,15.34,2,2,0,-156.0,35,0,94,3,2,7.35,0.4865646490380437,Medium
948,948,948,134,180,3,481.65,3,1,1,48.0,39,0,38,3,0,12.08,0.4607675714192648,Medium
949,949,949,533,611,4,381.32,2,3,1,80.0,48,1,95,3,0,22.6,0.4635556979918144,Medium
950,950,950,607,611,1,14.17,2,3,0,80.0,21,0,90,0,1,41.7,0.5534209676292283,Medium
951,951,951,120,611,3,399.07,3,3,0,80.0,51,0,11,3,0,44.44,0.4831574288209525,Medium
952,952,952,461,188,3,222.77,4,2,1,-271.0,26,0,98,0,0,23.53,0.5316671888787595,Medium
953,953,953,39,188,3,96.69,4,2,0,-271.0,60,1,70,3,2,5.61,0.4618188610224771,Medium
954,954,954,249,4,2,218.3,2,3,1,-245.0,67,0,10,2,2,44.87,0.5227576676600434,Medium
955,955,955,69,4,0,338.7,4,3,0,-245.0,60,0,32,0,0,25.71,0.5346969523284613,Medium
